content,score,at,userName,thumbsUpCount,reviewCreatedVersion,app_id,app_name,sentiment
"aplikasi yang sangat nyiksa mitra driver lewat layanan hemat castamer diimingi bayar murah tp sebenarnya justru driver lah yang dibayar murah setiap castamer order layanan hemat mitra driver kena potongan 2kali tanpa caatamer sadari bahwa layanan hemat cuma bikin pihak aplikator dan merugilan mitra driver,hemat layanan yang di sponsor pihak asing ketika dana sudah habis seharuanya sistem hemat di hapus tp pihak aplikator justru mempertahankannya dengan beban biaya di jatuhkan ke mitra driver",1,2026-05-17T18:05:47.000000,Supri Adi,1,5.60.1,com.gojek.app,Gojek,Negatif
mempermudah segala urusan,5,2026-06-28T02:37:31.000000,Aris Trionadi,0,2.129.0,id.dana,DANA,Positif
saya kasih 5 bintang biar di baca.. dana cicil saya udah saya lunasin semua tapi kenapa GK bisa di pakai lagi? coba tolong di perbaiki,5,2026-06-27T14:40:51.000000,Rizal Ardy,0,2.131.1,id.dana,DANA,Positif
tetap jadi yg terpercaya,5,2026-06-26T02:52:49.000000,Redmi 13,0,2.129.0,id.dana,DANA,Positif
bagus dan sangat membantu sekali,5,2026-06-11T01:40:20.000000,Didi Hanapiah,0,,com.tokopedia.tkpd,Tokopedia,Positif
dana cicil belom bisa terpakai mohon di bantu,5,2026-06-24T11:58:17.000000,Dani Nawa,0,2.131.1,id.dana,DANA,Positif
lumayan belanja di Tokopedia,5,2026-04-02T14:54:09.000000,Defall,0,3.358.0,com.tokopedia.tkpd,Tokopedia,Positif
transaksi e-incoive rawan di bobol. saya sudah rugi 3.200.000 transaksi yang di alihakn ke e-invoice tokopedia atas nama pembayaran digital.,1,2026-05-25T08:33:48.000000,AZKA FUADI,0,3.16,com.tokopedia.tkpd,Tokopedia,Negatif
Pengiriman lambat. Dan estimasi selalu mundur.,3,2026-05-11T10:14:58.000000,Fredhy Yuhansyah,0,3.363.0,com.tokopedia.tkpd,Tokopedia,Netral
"Tolong dong diperbaiki sistemnya untuk pembelian obat dengan resep dokter. 1. Resep tidak bisa disimpan. Kalau sistem eror, otomatis customer harus chat dokter kembali. 2. Dokter tidak merespon dengan cepat. 3. Terkadang jika tidak ada keluhan, dokter tidak memberi penjelasan.",1,2026-05-05T02:26:57.000000,Risa Ardianti,0,,com.tokopedia.tkpd,Tokopedia,Negatif
sigap,5,2026-05-27T11:21:42.000000,ratna wati,0,5.61.1,com.gojek.app,Gojek,Positif
okeeee kereeeeeeen,5,2026-05-19T18:58:36.000000,Fayza annajah,0,,com.gojek.app,Gojek,Positif
tolong jadikan akun ini buat saya bisa jualan,5,2026-05-08T13:22:51.000000,"Fadhil, bg ari matang",0,,com.tokopedia.tkpd,Tokopedia,Positif
ntap,5,2026-06-20T03:38:19.000000,alnovarn,0,,com.gojek.app,Gojek,Positif
"sekarang toko pedia,seller nya pada konyol.",1,2026-06-22T08:23:57.000000,Sudiono Suprih,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Negatif
"susah mendapatkan driver,sekali y dapet driver y posisi jauh,,tolong di perbaiki,biar mudah dapat driver yg terdekat,bukan yg jauh,di maps y bnyak driver yg dekat,sekali ya dapet driver yg jauh.",3,2026-05-29T04:25:40.000000,Reyy 27,2,5.61.1,com.gojek.app,Gojek,Netral
"belakangan ini susah bgt nyari driver ampuunn udah milih prioritas masih tetep gadapet2, tolong ditingkatkan lagi ya pelayanannya🙏🙏",1,2026-05-16T02:34:21.000000,Cindy Wahyu Destria,1,,com.gojek.app,Gojek,Negatif
sangat bermanfaat sekali untuk saya,5,2026-05-10T16:36:40.000000,M RAHADIAN YULIANTO M RAHADIAN YULIANTO,0,5.56.2,com.gojek.app,Gojek,Positif
bagus sekali...tingkatkan lagi dana cicil dan dana instan nya,5,2026-06-26T16:25:45.000000,Nining Rahayu,0,2.129.0,id.dana,DANA,Positif
saya sudah memberhentikan langganan di aplikasinya tapi dana terus menggambil uang saya untuk langganan aplikasi,1,2026-06-27T01:45:55.000000,Amril2020 Aja,0,,id.dana,DANA,Negatif
semoga lancar rezekiku,5,2026-06-25T09:49:52.000000,Hasrun Kangga,0,2.131.1,id.dana,DANA,Positif
mendukung aplikasi lokal,5,2026-06-11T07:11:39.000000,Zakss GAZA.1996,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Positif
tanpa biaya,5,2026-06-25T03:05:37.000000,Raip Raip,0,2.129.0,id.dana,DANA,Positif
saya mau buka akun yang sudah terdaftar tapi pas masukkan pin yang sudah benar‚tetap tidak bisa masuk dan di dalam aplikasi dana ada saldo‚waduh bgmana ini,1,2026-06-22T06:51:58.000000,Vivi Win,0,2.129.0,id.dana,DANA,Negatif
gw saldo hilang pihak dana ga ada tanggung jawabnya padahal pake dana udah 3 tahun lebih ngeselin,1,2026-06-21T13:17:12.000000,Endang Darma,0,2.128.0,id.dana,DANA,Negatif
sangt bagus,5,2026-06-14T02:28:41.000000,Dadang Sungkawa,0,5.62.2,com.gojek.app,Gojek,Positif
"pesanan 3 hari ga diproses, giliran cod cepet. Masalahnya banyak toko tidak menggunakan cod, dan lama datangnya",1,2026-04-03T12:10:30.000000,Hamzah Setiawan,0,3.356.0,com.tokopedia.tkpd,Tokopedia,Negatif
WEHH DANA! INI GIMANA YA SAYA TOP UP DANA DI ALFA TAPI MALAH KENA POTONG OTOMATIS 15K! KAGA ADA PEMBERITAHUAN SAMA SEKALI! UANG DI DANA SUKA TIBA TIBA ILANG! GA JELAS BGT INI APLIKASI,1,2026-06-25T04:21:09.000000,Puput Melati,2,2.131.1,id.dana,DANA,Negatif
"Ga bisa checkout, selalu gagal. Selalu keluar tulisan error.",2,2026-05-25T15:33:15.000000,Sip Xxx,2,3.365.0,com.tokopedia.tkpd,Tokopedia,Negatif
puas sanhat,5,2026-06-05T16:39:18.000000,Hary Baonk,0,3.365.0,com.tokopedia.tkpd,Tokopedia,Positif
"aplikasi menjebak menyediakan laylateer tapi untuk menguras. pake 8 rb lupa sehari denda 50 rb ga masuk akal. lintas darat. kendaraan juga asal beda nomor plat dan lain""",1,2026-06-02T04:27:45.000000,Bridaadiyanti Sitorus,1,,com.gojek.app,Gojek,Negatif
transaksinya cepat dan bagus,5,2026-06-24T05:24:34.000000,Rizal Mandala0101,0,2.129.0,id.dana,DANA,Positif
"Tidak semua orang yang naik gocar harus lewat tol dan selama perjalanan tidak harus juga menggerutu kalo yang anda (driver) mau tidak terjadi. Jujur selama 2026 hampir selalu dapat driver yang seperti ini, sangat menjengkelkan dan pastinya saya tidak akan ambil driver dengan bintang dibawah 4.9, mohon maaf dan terima kasih.",1,2026-05-15T15:00:42.000000,Crosby by,4,5.59.1,com.gojek.app,Gojek,Negatif
terus tingkatkan keamanan aplikasi ini juga dapat membantu penggunanya admin terimakasih.,4,2026-05-01T13:17:14.000000,adi sunandar (sunandar),0,,com.tokopedia.tkpd,Tokopedia,Positif
siap berangkat ke tujuan gak pakai ribet gak pakai lama biaya juga aman di kantong,5,2026-05-11T02:08:39.000000,Ikhsan Santet,0,5.59.1,com.gojek.app,Gojek,Positif
"pliss gojek kenapa yaa skrg malah makin susah nyari driver padahal udah di pusat kota. kaya drivernya banyakan milih, apalagi kalau pakai yg namanya ""hemat"" pasti bisa ±20 menit dpt driver kenapa gt yaa, beda sama apk sebelah gerceuppp. ga kaya dulu lagi org""nya konsisten ga banyak milih hmmm hujan badai angin ribut di terabas emg ga semua begitu tapi makin lama makin "" kebanyakan "" kecewa berat 🙃🙃",2,2026-05-09T16:12:10.000000,SRI MULYANI,1,5.54.1,com.gojek.app,Gojek,Negatif
"mudah dan aman, tapi sayang, dulu ngisi pulsa walau paketan habis masih bisa, sekarang udah gak bisa. mohon di perbaiki",5,2026-06-28T08:04:33.000000,Rizqycaem Cengkal,0,2.116.0,id.dana,DANA,Positif
toko pedia terbaik,5,2026-05-30T13:41:41.000000,aidah abay,0,,com.tokopedia.tkpd,Tokopedia,Positif
semenjak Tokopedia gabung tiktok gua jadi ga srek,1,2026-06-14T14:47:39.000000,Putra wariono,0,3.223,com.tokopedia.tkpd,Tokopedia,Negatif
sudah lama pakai aplikasi ini secara umum tak mengecewakan.,5,2026-05-30T04:17:06.000000,Denny herawan S,0,5.61.1,com.gojek.app,Gojek,Positif
mantapnya,5,2026-06-24T13:03:56.000000,Realme jos,0,2.112.0,id.dana,DANA,Positif
jualan dan belanja jadi lebih mudah,5,2026-05-14T08:49:31.000000,hadijah,0,3.353.0,com.tokopedia.tkpd,Tokopedia,Positif
"udah ada dana cicil juga belum bisa di pake, tranksasi udah 3bulan tetap ajah belum bisa",5,2026-06-23T08:47:16.000000,Vots 28,0,2.129.0,id.dana,DANA,Positif
semoga lebih banyak lagi discount dan voucher .dan bebas ongkir tanpa batas,5,2026-06-16T00:18:39.000000,Robby Rivaldy,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
harganya kok jadi normal waktu check out?????,1,2026-04-14T07:12:01.000000,Denisa Susanto,0,3.359.0,com.tokopedia.tkpd,Tokopedia,Negatif
upil,4,2026-05-12T02:17:49.000000,Sidqi M. N.,0,5.59.1,com.gojek.app,Gojek,Positif
"tidak jelas, saya sudah menggunakan fitur ganti nomor yang tidak aktif sudah memasukkan PIN dan juga scan wajah namun tetap mengirim otp ke nomor yang tidak aktif, lantas buat apa fitur ganti nomor yang sudah tidak aktif jika otp tetap dikirim kesana?",1,2026-06-24T06:44:11.000000,Ree Siadari,0,,id.dana,DANA,Negatif
kita coba dulu ya performa dari tokopedia,5,2026-06-15T05:31:21.000000,Yusroneka Yehfra (Kak Yus),0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
Alhamdulillah selalu dapet pocer,5,2026-04-06T11:14:56.000000,Hendra,0,,com.tokopedia.tkpd,Tokopedia,Positif
kenapa akun saya belum ada layanan dana cicil,5,2026-06-23T16:41:35.000000,M.EFFRIANDY ALWI,0,2.129.0,id.dana,DANA,Positif
ke sampah,1,2026-05-24T11:03:20.000000,Lusi Pradelia,0,3.365.0,com.tokopedia.tkpd,Tokopedia,Negatif
banyak meluluskan penjual yang menipu,1,2026-05-06T08:41:18.000000,Diah Ayu,0,,com.tokopedia.tkpd,Tokopedia,Negatif
selama ini semuanya lancar,4,2026-04-13T12:05:42.000000,michael harjiyanto,0,3.359.0,com.tokopedia.tkpd,Tokopedia,Positif
terima kasih gojek..pelayanan nya bagus,5,2026-06-19T01:54:38.000000,murtiningsih murti,0,5.63.1,com.gojek.app,Gojek,Positif
BAGUS APLIKASINYA PAKET DATANG CEPAT DAN KURIRNYA RAMAH'🤍,5,2026-06-13T03:59:09.000000,izin abangkuh,0,,com.tokopedia.tkpd,Tokopedia,Positif
praktis ekonomis. sangat membantu,5,2026-06-14T08:01:54.000000,Lala Olala,0,5.62.2,com.gojek.app,Gojek,Positif
aplikasi busuk nunggu 60menit baru di kirim kode nya,1,2026-05-16T08:39:17.000000,frengky aja goyang goyang,1,5.60.1,com.gojek.app,Gojek,Negatif
sampai saat ini lancar. semoga terus lancar,5,2026-06-17T02:01:40.000000,Ira Tiara Walessia,0,3.365.0,com.tokopedia.tkpd,Tokopedia,Positif
😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,5,2026-06-25T07:20:25.000000,irpan Wardah,0,,id.dana,DANA,Positif
"banyak driver suka sengaja lama2in biar si costumer yang cancel, karna driver ogah cancel, Ampe 19 menit nungguin",1,2026-06-11T23:31:55.000000,Risman Hilmawan,0,5.62.2,com.gojek.app,Gojek,Negatif
dana bisnisnnya aneh gak bisa di tarik hama,1,2026-06-22T11:46:47.000000,AR GEMING,0,2.125.2,id.dana,DANA,Negatif
"Hapus aja,,promo g ada yg fungsi,,merchan DANA g ada yg pake QR nya DANA,,tidak ada manusia juga d perusahaan ini,",1,2026-06-27T01:35:11.000000,Rohmatul Ulfa,0,2.51.1,id.dana,DANA,Negatif
Karya Anak Bangsa,5,2026-06-06T02:42:01.000000,Prasetyo Yudo Nugroho,0,,com.gojek.app,Gojek,Positif
"akun suami saya tiba tiba di blokir, tanpa ada kejelasan, suami saya chat di livechat malah di tutup chatnya, parah banget sekarang gopay!!!! malah masih ada uang didalam akun, gk ada tanggung jawabnya gopay ini, pelayanan buruk banget. pantesan aja goto sekarang sahamnya bisa sampe turun dan udh mau liquid",1,2026-05-28T10:37:09.000000,Siti Ramlah,1,5.61.1,com.gojek.app,Gojek,Negatif
ok.sangat membantu kue,5,2026-06-23T06:05:30.000000,Atho Driver,0,,id.dana,DANA,Positif
pelayanan okry,5,2026-06-05T11:25:15.000000,Irpan Sevenfold,0,5.61.1,com.gojek.app,Gojek,Positif
sangt good,5,2026-05-16T02:21:04.000000,Nur Indah,0,5.37.1,com.gojek.app,Gojek,Positif
jelek promo nya gabisa di pake scam,1,2026-06-25T03:25:52.000000,gokgok,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Negatif
Aplikasi nya sangat bagus,5,2026-06-10T00:47:23.000000,Is Zul,0,,com.gojek.app,Gojek,Positif
sangat membatu kami mg selalu jd yg terbaik,5,2026-05-17T08:52:03.000000,Karmani Amad,0,5.60.1,com.gojek.app,Gojek,Positif
"aplikasi sering lag, baik pada update pesanan, dll. kupon nya terlihat aneh juga, harusnya kalau lihat sebelah biasanya kalau beli 1-4 bakal makin murah, setelah 5, dst. baru agak mahal, sedangkan ini beli 2 langsung makin mahal. Etalase toko nya juga sering error, di cari di eta toko nggak ada, tapi di favorit masih ada. intinya, perbaiki lagi lag nya",2,2026-06-07T23:19:12.000000,Joha Koi,0,,com.tokopedia.tkpd,Tokopedia,Negatif
mau checkout gabisa uy tolong di fix,4,2026-06-19T07:00:50.000000,Ibnu Darmawan,0,5.63.1,com.gojek.app,Gojek,Positif
"paylater sudah di bayar 5hari sebelum tanggal pembayaran , tapi tetap di telpon terus sehari bisa telpon 20kali buruk",1,2026-06-23T03:22:18.000000,425TECH GARAGE,1,3.363.0,com.tokopedia.tkpd,Tokopedia,Negatif
"no hp sudah tidak aktif dan bisa login,pernh sekali ganti no hp dan tetep ga bisa",1,2026-06-25T23:08:03.000000,Violet Butler,0,2.71.1,id.dana,DANA,Negatif
cepat dan tepat,5,2026-06-03T03:03:43.000000,Nando Syahputra,0,,com.tokopedia.tkpd,Tokopedia,Positif
gamau LG LG mesen gojek,1,2026-06-25T02:40:32.000000,amm m,0,,com.gojek.app,Gojek,Negatif
mamtappp,5,2026-05-21T23:39:16.000000,hamba g tak tau apa2,0,3.364.0,com.tokopedia.tkpd,Tokopedia,Positif
"jangan di pakai ekspedisi SAP EKSPRESS,lamaaaaaaaaaaaaaa",1,2026-05-14T03:48:42.000000,Rusli Wahyudi (Badon),0,3.363.0,com.tokopedia.tkpd,Tokopedia,Negatif
"dana biania saya ditahan 2jt karena sudah kena limit bulanan, padahal baru transaksi 6jt dan penarikan 3.981.000 chat bot ga ngasih solusi",1,2026-06-24T12:45:58.000000,jimmy gumilar,0,,id.dana,DANA,Negatif
aplikasi yang sangat membantu. semoga kedepan lebih banyak fitur-fitur yang menarik,5,2026-06-23T00:54:49.000000,Abdul Hafidz,0,2.129.0,id.dana,DANA,Positif
semoga pengiriman nya sesuai,4,2026-04-17T12:12:14.000000,NUR FITRIYAH,0,,com.tokopedia.tkpd,Tokopedia,Positif
"Alhamdulillah udah bisa co di apk ini ngga kaya yg kematin²,tapi masih ada minus,kalo mau pesan barang seharga 2/10rb ongkirnya bisa sampe 22rb serasa beli ongkir bonus barang 🤣.tapi kalo ada vocer promo langsung besar dapat potongan harga 30rb+gratis ongkir😍.",5,2026-06-08T23:48:32.000000,Ibnu Ibnu,0,,com.tokopedia.tkpd,Tokopedia,Positif
"banyak bug kentott, mau co gabisa"" keburu habis voucer diskon gw",1,2026-06-27T03:08:49.000000,Xyrou Roblox,1,,com.tokopedia.tkpd,Tokopedia,Negatif
"PLSS TOKOPEDIA ADAIN SISTEM FOOD DELIVERY GITU KAYAK GOFOOD, NANTI NAMANYA PEDIAFOOD. kasiii diskonn dan gratis ongkir besar besaraan jgkk yh plss 😘😘😘😘 akuu sukaaa bgt beli tokopedia, lopppp 💖💖",5,2026-06-13T12:04:42.000000,Euis Farida,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
selama ini masih terbilang ok sy 2x gosend alhamdulillah dokumen aman dan tetap rapih. mksh gojek...,5,2026-06-05T11:20:53.000000,Nurul Hidayani,0,5.61.1,com.gojek.app,Gojek,Positif
"Sejak agustus 2024,tidak ada lagi gratis ongkir,kata nya berubah jd kupon,ternyata tidak,harus langganan plus,sedangkan kami buyer bukan dari jawa Satu persatu kemungkinan bakal pindah",4,2026-06-01T16:22:00.000000,Gunawan Caem,2,3.352.2,com.tokopedia.tkpd,Tokopedia,Positif
"Lengkap dahh pokoknya,driver juga baik"" banget pokoknya the best dahh",5,2026-05-18T09:17:17.000000,Anna Ang,0,,com.gojek.app,Gojek,Positif
"kalau kita yg pembatalan, akun kita jelek. tapi kalau pembatalan otomatis dari sistem, customer tidak dapat kompensasi apapun, ga fair.",1,2026-06-26T06:24:13.000000,Silvy Tamara,0,5.64.2,com.gojek.app,Gojek,Negatif
mudah dan aman.. terimakasih,5,2026-06-28T02:34:07.000000,Budi Setiawan,0,2.129.0,id.dana,DANA,Positif
Terima kasih atas layanannya,5,2026-06-26T12:47:38.000000,Anda Supanda,0,5.64.2,com.gojek.app,Gojek,Positif
"Jelek bgt sistem Gofood nya. . ga bisaa di cancel, Harus nunggu lama banget ternyata belum di proses juga!! Apa lagi pas cari Diver lama, ga langsung di cancel malah gunta ganti Driver. KLO orang sekarat udh keburu MATI!",1,2026-05-30T16:35:56.000000,Echi_ Relita,1,,com.gojek.app,Gojek,Negatif
bagus banget ni e-commerce nya anjir gampang banget lagi,5,2026-06-14T01:48:05.000000,surya,0,,com.tokopedia.tkpd,Tokopedia,Positif
"selalu dpt driver yg ramah,sopan..dianter ke alamat tepat waktu.",5,2026-05-16T22:43:19.000000,Lia Bogar,0,5.61.1,com.gojek.app,Gojek,Positif
selalu aman dalam berkendara,5,2026-05-09T13:34:17.000000,Amien 97,0,5.55.2,com.gojek.app,Gojek,Positif
best e wallet,5,2026-06-22T14:05:13.000000,Nana Mika,0,2.129.0,id.dana,DANA,Positif
udah di pakek lama dana cicil juga nggak kluar,1,2026-06-22T13:48:31.000000,Reza Celeng,0,,id.dana,DANA,Negatif
sudah 2 tahun lebih,5,2026-05-07T04:06:10.000000,Shift2 Pwd,0,3.362.0,com.tokopedia.tkpd,Tokopedia,Positif
sejauh ini sudah cukup bagus hanya saja promonya kurang baik potongan biaya antar atau diskon makanannya,5,2026-06-25T00:47:21.000000,aira makoto,0,5.64.2,com.gojek.app,Gojek,Positif
"sukaa bangettt, murahh murahh, banyak potongan harga nya. produk lokal jugaa",5,2026-06-13T06:06:26.000000,Aini safwana,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
selalu tepat wktu,5,2026-06-23T13:39:30.000000,Fian Alvian,0,3.359.0,com.tokopedia.tkpd,Tokopedia,Positif
Tokopedia sekarang aplikasinya lelet...,2,2026-06-22T10:40:45.000000,Riki Bastiar,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Negatif
tidak bisa di buka (force close).. menutup sendiri tolong perbaikin updatenya,2,2026-05-28T04:50:29.000000,Pepa fajar Adytha,1,3.366.0,com.tokopedia.tkpd,Tokopedia,Negatif
pokoknya Masya Allah 🤲,5,2026-05-19T06:56:03.000000,Cantika Werdi,0,3.356.0,com.tokopedia.tkpd,Tokopedia,Positif
"beli pulsa harus nunggu per 5 genit, ngapain? di shoopee aja bisa langsung kok ! 5 menit waktu tauu, itu buat siap² ganti baju kerja kan lumayan...gimana sih sistemnya",1,2026-04-19T23:48:19.000000,Abdullah Mirage,0,,com.tokopedia.tkpd,Tokopedia,Negatif
Sumulen😂,5,2026-04-16T13:36:06.000000,S SIMPATI,0,,com.tokopedia.tkpd,Tokopedia,Positif
"pesanan gofood tidak lengkap. penjual tidak bisa dichat. driver dichat tidak balas, padahal chat masih aktif. entah kurang dari penjualnya atau diambil ojolnya.",1,2026-06-13T09:11:47.000000,Ice Q,0,5.62.2,com.gojek.app,Gojek,Negatif
kurang tanggap,2,2026-06-28T09:03:21.000000,Ilham Mbiring,0,2.131.1,id.dana,DANA,Negatif
"Biaya admin makin tinggi, ditambak pesanan instant & sameday sering dibatalkan oleh sistem tanpa alasan yang jelas. Sangat merugikan seller !",1,2026-06-22T07:51:51.000000,Rendhi Apriyandi,0,,com.tokopedia.tkpd,Tokopedia,Negatif
"sejak diakui sisi tiktok, toko bagus malah diban. bilang aja mau masukin barang dr china, pabrikan indonesia mau dimatikan.",1,2026-05-27T21:42:06.000000,Giri Natha,0,3.362.0,com.tokopedia.tkpd,Tokopedia,Negatif
"Kepada CS Tokopedia, dengan ini saya ingin menyampaikan keluhan,tgl 25 April 2026 saya melakukan pembelian di Tokopedia dengan metode pembayaran menggunakan dompet digital Dana, pembayaran melalui apk Dana berhasil akan tetapi ketika saya mengecek orderan saya di Tokopedia tidak terdaftar/belum ada orderan,saya ingin menanyakan tentang orderan yang telah saya bayar,mohon kejelasannya semoga pihak Tokopedia dapat membantu",1,2026-04-26T22:42:15.000000,Mela Dianto,0,,com.tokopedia.tkpd,Tokopedia,Negatif
2x pesan dibatalkan terus. Karna ga dikirim2. Kayanya kalau toko ga aktif mending hapusin deh. Udah nunggu2 ga dikirimin.,3,2026-04-15T08:04:40.000000,Khaerunnisa Cassiopeia,0,,com.tokopedia.tkpd,Tokopedia,Netral
Aplikasi yang sangat membantu dalam transaksi,5,2026-04-01T14:46:28.000000,jemi sadu,2,3.356.0,com.tokopedia.tkpd,Tokopedia,Positif
sumpah lu app apaan dahhh masa ongkir gofoodnya 22rb harga makanan cmn 15rb jarak resto ke rumsh gw dekat ongkir apaan 22rb,1,2026-05-12T06:18:26.000000,Nursyahrani,1,,com.gojek.app,Gojek,Negatif
Kenapa dana cicil ku GK muncul y tlng lah di perbaiki,5,2026-06-25T18:36:55.000000,Res Til,0,2.131.1,id.dana,DANA,Positif
mantap🔥🔥🔥,5,2026-06-12T23:05:10.000000,Dzikra Dwisetya,0,3.315.0,com.tokopedia.tkpd,Tokopedia,Positif
sangat mudah bertransaksi dengan adanya apl dana sangat bagus sekali,5,2026-06-23T03:26:26.000000,Sutrik Trek,0,2.125.2,id.dana,DANA,Positif
bagus banget aplikasinya anjim,5,2026-06-08T10:12:09.000000,zona wibu,0,5.53.2,com.gojek.app,Gojek,Positif
"Promo ilang tiba tiba, gak jelas, gimmick doang!",1,2026-06-19T00:04:30.000000,rzky,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Negatif
Aplikasi Mudah,5,2026-04-06T04:42:40.000000,Airul Fahruzi,0,3.358.0,com.tokopedia.tkpd,Tokopedia,Positif
eh duit ku ilang,1,2026-06-22T13:05:11.000000,Kizhana bianca,0,2.129.0,id.dana,DANA,Negatif
yang jualan banyak scam,1,2026-05-09T01:27:38.000000,Muklis Arzocend,0,3.201,com.tokopedia.tkpd,Tokopedia,Negatif
bgs poll,5,2026-06-19T14:48:21.000000,Imron jamal,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Positif
dana cicilan tidak berlaku atau tidak bisa di gunakan percuma ada limit gak bisa di gunakan kan,1,2026-06-21T09:11:22.000000,Rendy Septiadi,0,2.129.0,id.dana,DANA,Negatif
"Saya udah coba berulang kali buat install aplikasi ini lagi, penyimpanan aman dan koneksi internet juga aman. Tapi kenapa tetap gagal ya? padahal saya udah langganan dari 6 tahun yang lalu. mohon arahannya",2,2026-06-02T10:22:13.000000,Tadzkirotul Aulya,1,,com.gojek.app,Gojek,Negatif
Sangat bagus dan jelas pelayanan nya... tingkat kan agar menjadi lebih baik 🙏🙏🙏,5,2026-05-19T07:45:43.000000,Zaenal Muttaqin,0,4.72.1,com.gojek.app,Gojek,Positif
makin goblog emang tarif ga masuk akal,1,2026-05-30T04:01:12.000000,FAKE Taxi,1,5.61.1,com.gojek.app,Gojek,Negatif
bagus banget aku kasih lima bintang,5,2026-05-18T10:15:39.000000,Hendra Hermawan,0,,com.gojek.app,Gojek,Positif
"jangan tunduk sama tiktok , mandiri lah , karna tokped lebih ramah jauh sama tiktok , tiktok ga ngotak ,",2,2026-06-09T23:34:52.000000,Apud Mahpudin,3,3.368.0,com.tokopedia.tkpd,Tokopedia,Negatif
kedepannya tolong kasih diskon 90%,5,2026-06-15T06:14:35.000000,Nugie Adinugie,0,5.63.1,com.gojek.app,Gojek,Positif
